instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
4485,7/10/2011,3,0,7,18,0,0,0,1,0.82,0.74,0.43,0.28,141.00,222.00,363.00
4486,7/10/2011,3,0,7,19,0,0,0,1,0.80,0.74,0.49,0.33,120.00,183.00,303.00
4487,7/10/2011,3,0,7,20,0,0,0,1,0.76,0.70,0.55,0.19,101.00,167.00,268.00
4488,7/10/2011,3,0,7,21,0,0,0,1,0.74,0.68,0.62,0.25,65.00,162.00,227.00
4489,7/10/2011,3,0,7,22,0,0,0,1,0.74,0.70,0.66,0.22,56.00,87.00,143.00
4490,7/10/2011,3,0,7,23,0,0,0,1,0.72,0.68,0.66,0.25,19.00,53.00,72.00
4491,7/11/2011,3,0,7,0,0,1,1,1,0.70,0.65,0.65,0.19,10.00,25.00,35.00
4492,7/11/2011,3,0,7,1,0,1,1,1,0.70,0.65,0.61,0.28,5.00,5.00,10.00
4493,7/11/2011,3,0,7,2,0,1,1,1,0.70,0.65,0.61,0.22,8.00,4.00,12.00
4494,7/11/2011,3,0,7,3,0,1,1,1,0.68,0.64,0.65,0.16,2.00,8.00,10.00
4495,7/11/2011,3,0,7,4,0,1,1,1,0.66,0.62,0.74,0.22,0.00,4.00,4.00
4496,7/11/2011,3,0,7,5,0,1,1,1,0.66,0.62,0.74,0.13,5.00,21.00,26.00
4497,7/11/2011,3,0,7,6,0,1,1,1,0.68,0.64,0.74,0.19,19.00,102.00,121.00
4498,7/11/2011,3,0,7,7,0,1,1,1,0.70,0.67,0.74,0.25,28.00,289.00,317.00
4499,7/11/2011,3,0,7,8,0,1,1,1,0.74,0.70,0.66,0.28,35.00,385.00,420.00
4500,7/11/2011,3,0,7,9,0,1,1,1,0.78,0.74,0.59,0.30,41.00,167.00,208.00
4501,7/11/2011,3,0,7,10,0,1,1,1,0.80,0.76,0.55,0.36,44.00,73.00,117.00
4502,7/11/2011,3,0,7,11,0,1,1,1,0.82,0.79,0.56,0.30,39.00,89.00,128.00
4503,7/11/2011,3,0,7,12,0,1,1,1,0.84,0.80,0.53,0.28,40.00,108.00,148.00
4504,7/11/2011,3,0,7,13,0,1,1,1,0.86,0.82,0.50,0.25,22.00,119.00,141.00
4505,7/11/2011,3,0,7,14,0,1,1,1,0.86,0.83,0.53,0.28,40.00,94.00,134.00
4506,7/11/2011,3,0,7,15,0,1,1,1,0.86,0.85,0.56,0.42,38.00,108.00,146.00
4507,7/11/2011,3,0,7,16,0,1,1,1,0.86,0.85,0.56,0.39,57.00,182.00,239.00
4508,7/11/2011,3,0,7,17,0,1,1,1,0.86,0.85,0.56,0.42,59.00,455.00,514.00
4509,7/11/2011,3,0,7,18,0,1,1,1,0.86,0.83,0.53,0.39,57.00,415.00,472.00
4510,7/11/2011,3,0,7,19,0,1,1,1,0.84,0.83,0.59,0.33,80.00,293.00,373.00
4511,7/11/2011,3,0,7,20,0,1,1,1,0.72,0.70,0.74,0.42,42.00,194.00,236.00
4512,7/11/2011,3,0,7,21,0,1,1,1,0.70,0.67,0.79,0.42,21.00,109.00,130.00
4513,7/11/2011,3,0,7,22,0,1,1,1,0.72,0.70,0.74,0.13,20.00,70.00,90.00
4514,7/11/2011,3,0,7,23,0,1,1,1,0.70,0.67,0.79,0.13,11.00,44.00,55.00
4515,7/12/2011,3,0,7,0,0,2,1,1,0.70,0.67,0.79,0.13,3.00,19.00,22.00
4516,7/12/2011,3,0,7,1,0,2,1,1,0.70,0.67,0.79,0.09,6.00,8.00,14.00
4517,7/12/2011,3,0,7,2,0,2,1,1,0.70,0.67,0.79,0.10,2.00,7.00,9.00
4518,7/12/2011,3,0,7,3,0,2,1,2,0.70,0.67,0.79,0.00,2.00,6.00,8.00
4519,7/12/2011,3,0,7,4,0,2,1,1,0.70,0.67,0.79,0.16,0.00,6.00,6.00
4520,7/12/2011,3,0,7,5,0,2,1,1,0.70,0.67,0.79,0.09,4.00,21.00,25.00
4521,7/12/2011,3,0,7,6,0,2,1,1,0.74,0.68,0.58,0.22,13.00,102.00,115.00
4522,7/12/2011,3,0,7,7,0,2,1,1,0.76,0.70,0.55,0.19,29.00,301.00,330.00
4523,7/12/2011,3,0,7,8,0,2,1,1,0.76,0.71,0.58,0.22,35.00,382.00,417.00
4524,7/12/2011,3,0,7,9,0,2,1,1,0.78,0.73,0.55,0.49,27.00,149.00,176.00
4525,7/12/2011,3,0,7,10,0,2,1,1,0.82,0.77,0.52,0.16,38.00,85.00,123.00
4526,7/12/2011,3,0,7,11,0,2,1,1,0.82,0.77,0.52,0.16,39.00,86.00,125.00
4527,7/12/2011,3,0,7,12,0,2,1,1,0.86,0.79,0.44,0.30,38.00,125.00,163.00
4528,7/12/2011,3,0,7,13,0,2,1,1,0.86,0.80,0.47,0.22,32.00,104.00,136.00
4529,7/12/2011,3,0,7,14,0,2,1,1,0.90,0.85,0.42,0.30,33.00,91.00,124.00
4530,7/12/2011,3,0,7,15,0,2,1,1,0.90,0.85,0.42,0.36,37.00,111.00,148.00
4531,7/12/2011,3,0,7,16,0,2,1,1,0.86,0.79,0.44,0.28,25.00,177.00,202.00
4532,7/12/2011,3,0,7,17,0,2,1,1,0.88,0.82,0.44,0.28,48.00,380.00,428.00
4533,7/12/2011,3,0,7,18,0,2,1,1,0.86,0.80,0.47,0.30,39.00,472.00,511.00
4534,7/12/2011,3,0,7,19,0,2,1,1,0.84,0.76,0.44,0.28,42.00,295.00,337.00
4535,7/12/2011,3,0,7,20,0,2,1,1,0.82,0.74,0.43,0.19,57.00,251.00,308.00
4536,7/12/2011,3,0,7,21,0,2,1,1,0.82,0.74,0.43,0.10,49.00,209.00,258.00
4537,7/12/2011,3,0,7,22,0,2,1,1,0.80,0.73,0.46,0.13,44.00,150.00,194.00
4538,7/12/2011,3,0,7,23,0,2,1,1,0.78,0.71,0.52,0.00,20.00,59.00,79.00
4539,7/13/2011,3,0,7,0,0,3,1,1,0.76,0.71,0.62,0.00,9.00,37.00,46.00
4540,7/13/2011,3,0,7,1,0,3,1,1,0.76,0.70,0.55,0.00,1.00,11.00,12.00
4541,7/13/2011,3,0,7,2,0,3,1,1,0.76,0.70,0.55,0.00,2.00,3.00,5.00
4542,7/13/2011,3,0,7,3,0,3,1,1,0.74,0.68,0.58,0.19,0.00,4.00,4.00
4543,7/13/2011,3,0,7,4,0,3,1,1,0.74,0.68,0.58,0.25,0.00,5.00,5.00
4544,7/13/2011,3,0,7,5,0,3,1,1,0.74,0.68,0.58,0.19,4.00,22.00,26.00
4545,7/13/2011,3,0,7,6,0,3,1,1,0.74,0.68,0.58,0.16,18.00,103.00,121.00
4546,7/13/2011,3,0,7,7,0,3,1,1,0.76,0.70,0.55,0.25,32.00,281.00,313.00
4547,7/13/2011,3,0,7,8,0,3,1,1,0.80,0.74,0.49,0.25,31.00,418.00,449.00
4548,7/13/2011,3,0,7,9,0,3,1,1,0.82,0.74,0.41,0.19,23.00,163.00,186.00
4549,7/13/2011,3,0,7,10,0,3,1,1,0.82,0.76,0.46,0.19,33.00,80.00,113.00
4550,7/13/2011,3,0,7,11,0,3,1,1,0.84,0.74,0.39,0.16,55.00,110.00,165.00
4551,7/13/2011,3,0,7,12,0,3,1,1,0.84,0.76,0.41,0.28,40.00,134.00,174.00
4552,7/13/2011,3,0,7,13,0,3,1,3,0.82,0.76,0.46,0.13,39.00,119.00,158.00
4553,7/13/2011,3,0,7,14,0,3,1,3,0.82,0.76,0.46,0.13,27.00,89.00,116.00
4554,7/13/2011,3,0,7,15,0,3,1,3,0.64,0.56,0.94,0.13,13.00,33.00,46.00
4555,7/13/2011,3,0,7,16,0,3,1,2,0.66,0.59,0.89,0.00,23.00,118.00,141.00
4556,7/13/2011,3,0,7,17,0,3,1,1,0.70,0.67,0.79,0.00,70.00,418.00,488.00
4557,7/13/2011,3,0,7,18,0,3,1,1,0.72,0.70,0.79,0.13,51.00,412.00,463.00
4558,7/13/2011,3,0,7,19,0,3,1,1,0.70,0.67,0.79,0.10,79.00,340.00,419.00
4559,7/13/2011,3,0,7,20,0,3,1,1,0.70,0.67,0.84,0.16,61.00,281.00,342.00
4560,7/13/2011,3,0,7,21,0,3,1,1,0.70,0.67,0.79,0.10,56.00,194.00,250.00
4561,7/13/2011,3,0,7,22,0,3,1,1,0.68,0.64,0.83,0.19,48.00,136.00,184.00
4562,7/13/2011,3,0,7,23,0,3,1,1,0.66,0.61,0.83,0.25,33.00,83.00,116.00
4563,7/14/2011,3,0,7,0,0,4,1,1,0.66,0.62,0.69,0.30,14.00,32.00,46.00
4564,7/14/2011,3,0,7,1,0,4,1,1,0.66,0.62,0.61,0.25,4.00,21.00,25.00
4565,7/14/2011,3,0,7,2,0,4,1,1,0.64,0.62,0.57,0.30,3.00,7.00,10.00
4566,7/14/2011,3,0,7,3,0,4,1,1,0.62,0.62,0.57,0.30,1.00,5.00,6.00
4567,7/14/2011,3,0,7,4,0,4,1,1,0.62,0.62,0.53,0.25,0.00,6.00,6.00
4568,7/14/2011,3,0,7,5,0,4,1,1,0.60,0.62,0.56,0.22,6.00,22.00,28.00
4569,7/14/2011,3,0,7,6,0,4,1,1,0.60,0.61,0.60,0.22,14.00,116.00,130.00
4570,7/14/2011,3,0,7,7,0,4,1,1,0.62,0.62,0.53,0.25,23.00,311.00,334.00
4571,7/14/2011,3,0,7,8,0,4,1,1,0.64,0.62,0.50,0.36,53.00,433.00,486.00
4572,7/14/2011,3,0,7,9,0,4,1,1,0.68,0.64,0.47,0.28,29.00,195.00,224.00
4573,7/14/2011,3,0,7,10,0,4,1,1,0.70,0.64,0.42,0.25,32.00,95.00,127.00
4574,7/14/2011,3,0,7,11,0,4,1,1,0.72,0.65,0.37,0.22,38.00,110.00,148.00
4575,7/14/2011,3,0,7,12,0,4,1,1,0.74,0.65,0.35,0.25,51.00,172.00,223.00
4576,7/14/2011,3,0,7,13,0,4,1,1,0.76,0.67,0.33,0.33,39.00,138.00,177.00
4577,7/14/2011,3,0,7,14,0,4,1,1,0.74,0.65,0.35,0.28,49.00,129.00,178.00
4578,7/14/2011,3,0,7,15,0,4,1,1,0.76,0.67,0.33,0.30,42.00,138.00,180.00
4579,7/14/2011,3,0,7,16,0,4,1,1,0.76,0.67,0.33,0.13,43.00,231.00,274.00
4580,7/14/2011,3,0,7,17,0,4,1,1,0.74,0.65,0.37,0.13,78.00,517.00,595.00
4581,7/14/2011,3,0,7,18,0,4,1,1,0.72,0.65,0.42,0.19,94.00,484.00,578.00
4582,7/14/2011,3,0,7,19,0,4,1,1,0.72,0.65,0.39,0.22,67.00,333.00,400.00
4583,7/14/2011,3,0,7,20,0,4,1,1,0.70,0.64,0.42,0.22,81.00,267.00,348.00
4584,7/14/2011,3,0,7,21,0,4,1,1,0.66,0.62,0.50,0.13,58.00,203.00,261.00
4585,7/14/2011,3,0,7,22,0,4,1,1,0.64,0.62,0.57,0.09,42.00,134.00,176.00
4586,7/14/2011,3,0,7,23,0,4,1,1,0.64,0.61,0.65,0.25,27.00,97.00,124.00
4587,7/15/2011,3,0,7,0,0,5,1,1,0.62,0.59,0.73,0.22,23.00,57.00,80.00
4588,7/15/2011,3,0,7,1,0,5,1,1,0.62,0.59,0.73,0.19,7.00,13.00,20.00
4589,7/15/2011,3,0,7,2,0,5,1,1,0.60,0.58,0.78,0.16,16.00,22.00,38.00
4590,7/15/2011,3,0,7,3,0,5,1,1,0.60,0.59,0.73,0.19,1.00,6.00,7.00
4591,7/15/2011,3,0,7,4,0,5,1,1,0.60,0.59,0.73,0.16,2.00,8.00,10.00
4592,7/15/2011,3,0,7,5,0,5,1,1,0.60,0.59,0.73,0.13,7.00,16.00,23.00
4593,7/15/2011,3,0,7,6,0,5,1,2,0.60,0.59,0.73,0.10,12.00,108.00,120.00
4594,7/15/2011,3,0,7,7,0,5,1,1,0.64,0.61,0.65,0.10,17.00,257.00,274.00
4595,7/15/2011,3,0,7,8,0,5,1,1,0.64,0.61,0.65,0.25,50.00,514.00,564.00
4596,7/15/2011,3,0,7,9,0,5,1,1,0.68,0.64,0.54,0.19,31.00,176.00,207.00
4597,7/15/2011,3,0,7,10,0,5,1,2,0.66,0.62,0.61,0.16,59.00,107.00,166.00
4598,7/15/2011,3,0,7,11,0,5,1,1,0.70,0.65,0.54,0.13,73.00,137.00,210.00
4599,7/15/2011,3,0,7,12,0,5,1,1,0.70,0.65,0.48,0.19,61.00,177.00,238.00
4600,7/15/2011,3,0,7,13,0,5,1,1,0.70,0.65,0.54,0.19,85.00,162.00,247.00
4601,7/15/2011,3,0,7,14,0,5,1,1,0.70,0.65,0.51,0.19,105.00,160.00,265.00
4602,7/15/2011,3,0,7,15,0,5,1,1,0.72,0.65,0.45,0.16,74.00,163.00,237.00
4603,7/15/2011,3,0,7,16,0,5,1,1,0.72,0.67,0.51,0.19,96.00,265.00,361.00
4604,7/15/2011,3,0,7,17,0,5,1,1,0.74,0.67,0.42,0.25,104.00,483.00,587.00
4605,7/15/2011,3,0,7,18,0,5,1,1,0.72,0.65,0.45,0.22,102.00,394.00,496.00
4606,7/15/2011,3,0,7,19,0,5,1,1,0.70,0.64,0.45,0.22,114.00,280.00,394.00
4607,7/15/2011,3,0,7,20,0,5,1,1,0.70,0.65,0.51,0.22,92.00,251.00,343.00
4608,7/15/2011,3,0,7,21,0,5,1,1,0.66,0.62,0.54,0.10,75.00,186.00,261.00
4609,7/15/2011,3,0,7,22,0,5,1,1,0.66,0.62,0.57,0.22,71.00,152.00,223.00
4610,7/15/2011,3,0,7,23,0,5,1,1,0.64,0.62,0.61,0.16,41.00,126.00,167.00
4611,7/16/2011,3,0,7,0,0,6,0,1,0.62,0.61,0.65,0.19,42.00,68.00,110.00
4612,7/16/2011,3,0,7,1,0,6,0,1,0.60,0.59,0.69,0.10,24.00,51.00,75.00
4613,7/16/2011,3,0,7,2,0,6,0,1,0.60,0.59,0.73,0.13,10.00,48.00,58.00
4614,7/16/2011,3,0,7,3,0,6,0,1,0.60,0.58,0.78,0.13,6.00,20.00,26.00
4615,7/16/2011,3,0,7,4,0,6,0,1,0.60,0.59,0.73,0.09,9.00,7.00,16.00
4616,7/16/2011,3,0,7,5,0,6,0,1,0.58,0.55,0.78,0.09,4.00,6.00,10.00
4617,7/16/2011,3,0,7,6,0,6,0,1,0.60,0.58,0.78,0.16,16.00,21.00,37.00
4618,7/16/2011,3,0,7,7,0,6,0,1,0.62,0.59,0.73,0.13,14.00,38.00,52.00
4619,7/16/2011,3,0,7,8,0,6,0,1,0.66,0.62,0.65,0.16,37.00,90.00,127.00
4620,7/16/2011,3,0,7,9,0,6,0,1,0.70,0.65,0.54,0.22,72.00,150.00,222.00
4621,7/16/2011,3,0,7,10,0,6,0,1,0.72,0.67,0.54,0.19,114.00,208.00,322.00
4622,7/16/2011,3,0,7,11,0,6,0,1,0.74,0.67,0.48,0.22,171.00,225.00,396.00
4623,7/16/2011,3,0,7,12,0,6,0,1,0.76,0.68,0.43,0.28,187.00,276.00,463.00
4624,7/16/2011,3,0,7,13,0,6,0,1,0.76,0.68,0.45,0.30,221.00,276.00,497.00
4625,7/16/2011,3,0,7,14,0,6,0,1,0.74,0.67,0.45,0.30,201.00,232.00,433.00
4626,7/16/2011,3,0,7,15,0,6,0,1,0.76,0.68,0.45,0.33,205.00,223.00,428.00
4627,7/16/2011,3,0,7,16,0,6,0,1,0.76,0.68,0.45,0.28,183.00,242.00,425.00
4628,7/16/2011,3,0,7,17,0,6,0,1,0.76,0.68,0.45,0.22,234.00,241.00,475.00
4629,7/16/2011,3,0,7,18,0,6,0,1,0.76,0.68,0.45,0.28,185.00,243.00,428.00
4630,7/16/2011,3,0,7,19,0,6,0,1,0.74,0.68,0.48,0.19,164.00,242.00,406.00
4631,7/16/2011,3,0,7,20,0,6,0,1,0.72,0.67,0.51,0.22,108.00,188.00,296.00
4632,7/16/2011,3,0,7,21,0,6,0,1,0.70,0.65,0.58,0.22,85.00,167.00,252.00
4633,7/16/2011,3,0,7,22,0,6,0,1,0.70,0.65,0.65,0.28,65.00,136.00,201.00
4634,7/16/2011,3,0,7,23,0,6,0,1,0.68,0.64,0.61,0.22,61.00,107.00,168.00
4635,7/17/2011,3,0,7,0,0,0,0,1,0.66,0.62,0.65,0.22,34.00,91.00,125.00
4636,7/17/2011,3,0,7,1,0,0,0,1,0.64,0.61,0.69,0.19,16.00,86.00,102.00
4637,7/17/2011,3,0,7,2,0,0,0,1,0.64,0.61,0.69,0.22,28.00,66.00,94.00
4638,7/17/2011,3,0,7,3,0,0,0,1,0.64,0.61,0.69,0.22,21.00,26.00,47.00
4639,7/17/2011,3,0,7,4,0,0,0,1,0.62,0.59,0.73,0.16,4.00,6.00,10.00
4640,7/17/2011,3,0,7,5,0,0,0,1,0.64,0.61,0.69,0.22,4.00,8.00,12.00
4641,7/17/2011,3,0,7,6,0,0,0,1,0.62,0.59,0.73,0.16,10.00,11.00,21.00
4642,7/17/2011,3,0,7,7,0,0,0,1,0.64,0.61,0.73,0.16,20.00,30.00,50.00
4643,7/17/2011,3,0,7,8,0,0,0,1,0.68,0.64,0.65,0.22,45.00,73.00,118.00
4644,7/17/2011,3,0,7,9,0,0,0,1,0.72,0.67,0.58,0.22,74.00,110.00,184.00
4645,7/17/2011,3,0,7,10,0,0,0,1,0.74,0.68,0.60,0.22,127.00,177.00,304.00
4646,7/17/2011,3,0,7,11,0,0,0,1,0.76,0.70,0.55,0.28,147.00,244.00,391.00
4647,7/17/2011,3,0,7,12,0,0,0,1,0.76,0.70,0.55,0.28,177.00,243.00,420.00
4648,7/17/2011,3,0,7,13,0,0,0,1,0.80,0.74,0.49,0.30,200.00,272.00,472.00
4649,7/17/2011,3,0,7,14,0,0,0,1,0.80,0.74,0.49,0.36,168.00,262.00,430.00
4650,7/17/2011,3,0,7,15,0,0,0,1,0.82,0.74,0.43,0.30,129.00,195.00,324.00
4651,7/17/2011,3,0,7,16,0,0,0,1,0.80,0.73,0.46,0.30,129.00,188.00,317.00
4652,7/17/2011,3,0,7,17,0,0,0,1,0.80,0.74,0.49,0.39,133.00,236.00,369.00
4653,7/17/2011,3,0,7,18,0,0,0,1,0.80,0.73,0.46,0.30,147.00,243.00,390.00
4654,7/17/2011,3,0,7,19,0,0,0,1,0.76,0.70,0.55,0.28,145.00,234.00,379.00
4655,7/17/2011,3,0,7,20,0,0,0,1,0.76,0.71,0.58,0.25,85.00,177.00,262.00
4656,7/17/2011,3,0,7,21,0,0,0,1,0.74,0.68,0.62,0.22,59.00,148.00,207.00
4657,7/17/2011,3,0,7,22,0,0,0,1,0.72,0.68,0.66,0.22,65.00,116.00,181.00
4658,7/17/2011,3,0,7,23,0,0,0,1,0.70,0.67,0.74,0.13,39.00,54.00,93.00
4659,7/18/2011,3,0,7,0,0,1,1,1,0.70,0.67,0.74,0.13,21.00,30.00,51.00
4660,7/18/2011,3,0,7,1,0,1,1,1,0.70,0.67,0.74,0.22,17.00,8.00,25.00
4661,7/18/2011,3,0,7,2,0,1,1,1,0.66,0.61,0.83,0.22,2.00,8.00,10.00
4662,7/18/2011,3,0,7,3,0,1,1,1,0.66,0.61,0.78,0.19,3.00,4.00,7.00
4663,7/18/2011,3,0,7,4,0,1,1,1,0.64,0.59,0.78,0.16,1.00,3.00,4.00
4664,7/18/2011,3,0,7,5,0,1,1,1,0.64,0.59,0.78,0.10,2.00,15.00,17.00
4665,7/18/2011,3,0,7,6,0,1,1,1,0.64,0.58,0.83,0.10,10.00,95.00,105.00
4666,7/18/2011,3,0,7,7,0,1,1,1,0.68,0.64,0.74,0.22,22.00,255.00,277.00
4667,7/18/2011,3,0,7,8,0,1,1,1,0.70,0.65,0.70,0.19,18.00,329.00,347.00
4668,7/18/2011,3,0,7,9,0,1,1,1,0.74,0.70,0.67,0.22,33.00,170.00,203.00
4669,7/18/2011,3,0,7,10,0,1,1,1,0.76,0.71,0.62,0.19,52.00,78.00,130.00
4670,7/18/2011,3,0,7,11,0,1,1,1,0.80,0.76,0.55,0.09,42.00,99.00,141.00
4671,7/18/2011,3,0,7,12,0,1,1,1,0.80,0.77,0.59,0.19,39.00,126.00,165.00
4672,7/18/2011,3,0,7,13,0,1,1,1,0.82,0.79,0.56,0.25,27.00,125.00,152.00
4673,7/18/2011,3,0,7,14,0,1,1,1,0.82,0.79,0.56,0.33,32.00,106.00,138.00
4674,7/18/2011,3,0,7,15,0,1,1,1,0.84,0.80,0.53,0.33,53.00,111.00,164.00
4675,7/18/2011,3,0,7,16,0,1,1,1,0.84,0.80,0.53,0.28,45.00,220.00,265.00
4676,7/18/2011,3,0,7,17,0,1,1,1,0.84,0.79,0.49,0.33,72.00,473.00,545.00
4677,7/18/2011,3,0,7,18,0,1,1,1,0.82,0.77,0.49,0.36,80.00,478.00,558.00
4678,7/18/2011,3,0,7,19,0,1,1,1,0.80,0.76,0.55,0.22,63.00,335.00,398.00
4679,7/18/2011,3,0,7,20,0,1,1,1,0.78,0.74,0.59,0.22,91.00,232.00,323.00
4680,7/18/2011,3,0,7,21,0,1,1,1,0.74,0.70,0.66,0.19,48.00,154.00,202.00
4681,7/18/2011,3,0,7,22,0,1,1,1,0.76,0.73,0.66,0.22,36.00,104.00,140.00
4682,7/18/2011,3,0,7,23,0,1,1,1,0.74,0.70,0.66,0.16,32.00,59.00,91.00
4683,7/19/2011,3,0,7,0,0,2,1,1,0.74,0.70,0.66,0.10,25.00,26.00,51.00
4684,7/19/2011,3,0,7,1,0,2,1,2,0.74,0.70,0.66,0.13,7.00,6.00,13.00
4685,7/19/2011,3,0,7,2,0,2,1,1,0.72,0.68,0.70,0.16,9.00,4.00,13.00
4686,7/19/2011,3,0,7,3,0,2,1,1,0.72,0.68,0.70,0.16,2.00,1.00,3.00
4687,7/19/2011,3,0,7,4,0,2,1,1,0.72,0.68,0.70,0.13,1.00,4.00,5.00
4688,7/19/2011,3,0,7,5,0,2,1,2,0.70,0.67,0.74,0.10,0.00,19.00,19.00
4689,7/19/2011,3,0,7,6,0,2,1,2,0.72,0.70,0.74,0.10,8.00,126.00,134.00
4690,7/19/2011,3,0,7,7,0,2,1,2,0.74,0.70,0.70,0.16,28.00,287.00,315.00
4691,7/19/2011,3,0,7,8,0,2,1,2,0.76,0.73,0.70,0.16,31.00,381.00,412.00
4692,7/19/2011,3,0,7,9,0,2,1,2,0.80,0.79,0.63,0.13,22.00,177.00,199.00
4693,7/19/2011,3,0,7,10,0,2,1,2,0.82,0.79,0.56,0.16,29.00,112.00,141.00
4694,7/19/2011,3,0,7,11,0,2,1,1,0.82,0.80,0.59,0.00,29.00,98.00,127.00
4695,7/19/2011,3,0,7,12,0,2,1,1,0.84,0.82,0.56,0.09,26.00,127.00,153.00
4696,7/19/2011,3,0,7,13,0,2,1,1,0.86,0.83,0.53,0.10,33.00,139.00,172.00
4697,7/19/2011,3,0,7,14,0,2,1,1,0.86,0.82,0.50,0.19,41.00,111.00,152.00
4698,7/19/2011,3,0,7,15,0,2,1,1,0.88,0.82,0.44,0.19,48.00,110.00,158.00
4699,7/19/2011,3,0,7,16,0,2,1,1,0.90,0.85,0.42,0.30,61.00,216.00,277.00
4700,7/19/2011,3,0,7,17,0,2,1,1,0.80,0.80,0.66,0.00,68.00,445.00,513.00
4701,7/19/2011,3,0,7,18,0,2,1,1,0.80,0.80,0.66,0.13,80.00,450.00,530.00
4702,7/19/2011,3,0,7,19,0,2,1,1,0.76,0.74,0.75,0.19,54.00,334.00,388.00
4703,7/19/2011,3,0,7,20,0,2,1,1,0.74,0.73,0.74,0.09,48.00,229.00,277.00
4704,7/19/2011,3,0,7,21,0,2,1,1,0.74,0.71,0.74,0.13,47.00,194.00,241.00
4705,7/19/2011,3,0,7,22,0,2,1,1,0.74,0.71,0.74,0.00,36.00,120.00,156.00
4706,7/19/2011,3,0,7,23,0,2,1,3,0.72,0.70,0.79,0.16,19.00,73.00,92.00
4707,7/20/2011,3,0,7,0,0,3,1,1,0.70,0.67,0.84,0.10,11.00,29.00,40.00
4708,7/20/2011,3,0,7,1,0,3,1,1,0.70,0.67,0.84,0.00,4.00,7.00,11.00
4709,7/20/2011,3,0,7,2,0,3,1,1,0.70,0.67,0.84,0.00,2.00,7.00,9.00
4710,7/20/2011,3,0,7,3,0,3,1,1,0.70,0.67,0.84,0.10,2.00,4.00,6.00
4711,7/20/2011,3,0,7,4,0,3,1,1,0.68,0.64,0.83,0.00,0.00,4.00,4.00
4712,7/20/2011,3,0,7,5,0,3,1,1,0.68,0.64,0.83,0.10,4.00,19.00,23.00
4713,7/20/2011,3,0,7,6,0,3,1,2,0.68,0.64,0.89,0.10,5.00,111.00,116.00
4714,7/20/2011,3,0,7,7,0,3,1,2,0.70,0.67,0.84,0.10,27.00,276.00,303.00
4715,7/20/2011,3,0,7,8,0,3,1,1,0.74,0.71,0.74,0.00,34.00,404.00,438.00
4716,7/20/2011,3,0,7,9,0,3,1,1,0.74,0.70,0.70,0.09,28.00,181.00,209.00
4717,7/20/2011,3,0,7,10,0,3,1,1,0.76,0.73,0.70,0.00,34.00,76.00,110.00
4718,7/20/2011,3,0,7,11,0,3,1,1,0.80,0.79,0.63,0.09,26.00,116.00,142.00
4719,7/20/2011,3,0,7,12,0,3,1,1,0.82,0.80,0.59,0.00,28.00,121.00,149.00
4720,7/20/2011,3,0,7,13,0,3,1,1,0.84,0.82,0.56,0.19,23.00,97.00,120.00
4721,7/20/2011,3,0,7,14,0,3,1,1,0.86,0.83,0.53,0.22,44.00,83.00,127.00
4722,7/20/2011,3,0,7,15,0,3,1,1,0.86,0.82,0.50,0.16,36.00,102.00,138.00
4723,7/20/2011,3,0,7,16,0,3,1,1,0.84,0.82,0.56,0.00,30.00,204.00,234.00
4724,7/20/2011,3,0,7,17,0,3,1,1,0.84,0.83,0.59,0.19,50.00,405.00,455.00
4725,7/20/2011,3,0,7,18,0,3,1,1,0.84,0.83,0.59,0.22,68.00,429.00,497.00
4726,7/20/2011,3,0,7,19,0,3,1,1,0.82,0.85,0.67,0.16,59.00,323.00,382.00
4727,7/20/2011,3,0,7,20,0,3,1,1,0.80,0.83,0.75,0.22,45.00,264.00,309.00
4728,7/20/2011,3,0,7,21,0,3,1,1,0.80,0.80,0.66,0.16,33.00,209.00,242.00
4729,7/20/2011,3,0,7,22,0,3,1,1,0.78,0.77,0.70,0.22,25.00,144.00,169.00
4730,7/20/2011,3,0,7,23,0,3,1,1,0.76,0.74,0.75,0.25,26.00,73.00,99.00
4731,7/21/2011,3,0,7,0,0,4,1,2,0.76,0.74,0.75,0.19,13.00,29.00,42.00
4732,7/21/2011,3,0,7,1,0,4,1,2,0.74,0.73,0.84,0.22,5.00,16.00,21.00
4733,7/21/2011,3,0,7,2,0,4,1,2,0.74,0.73,0.84,0.22,2.00,4.00,6.00
4734,7/21/2011,3,0,7,3,0,4,1,2,0.74,0.71,0.79,0.13,1.00,5.00,6.00
4735,7/21/2011,3,0,7,4,0,4,1,2,0.72,0.71,0.84,0.10,0.00,4.00,4.00
4736,7/21/2011,3,0,7,5,0,4,1,2,0.72,0.71,0.84,0.10,2.00,16.00,18.00
4737,7/21/2011,3,0,7,6,0,4,1,2,0.72,0.71,0.84,0.10,6.00,111.00,117.00
4738,7/21/2011,3,0,7,7,0,4,1,2,0.74,0.73,0.84,0.13,23.00,251.00,274.00
4739,7/21/2011,3,0,7,8,0,4,1,2,0.76,0.76,0.79,0.16,23.00,358.00,381.00
4740,7/21/2011,3,0,7,9,0,4,1,2,0.80,0.82,0.75,0.25,34.00,166.00,200.00
4741,7/21/2011,3,0,7,10,0,4,1,2,0.82,0.86,0.71,0.22,31.00,47.00,78.00
4742,7/21/2011,3,0,7,11,0,4,1,2,0.86,0.89,0.63,0.30,27.00,79.00,106.00
